State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,EAST GODAVARI,2010,Rabi,Rice,172888,849917
Andhra Pradesh,EAST GODAVARI,2010,Whole Year,Banana,14357,392291
Andhra Pradesh,EAST GODAVARI,2011,Kharif,Maize,468,1727
Andhra Pradesh,EAST GODAVARI,2011,Kharif,Rice,197445,589741
Andhra Pradesh,EAST GODAVARI,2011,Rabi,Maize,8067,54017
Andhra Pradesh,EAST GODAVARI,2011,Rabi,Rice,139649,587084
Andhra Pradesh,EAST GODAVARI,2011,Whole Year,Banana,13620,302514
Andhra Pradesh,EAST GODAVARI,2011,Whole Year,Coconut,50741,719961050
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Maize,495,1938
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Mango,15851,157496
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Papaya,231,25164
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Rice,232300,355651
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Maize,9485,71659
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Rice,168756,746239
Andhra Pradesh,EAST GODAVARI,2012,Whole Year,Coconut,49516,729965000
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Maize,513,1626
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Mango,15017,162814
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Papaya,271,26530
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Rice,235159,434104
Andhra Pradesh,EAST GODAVARI,2013,Rabi,Maize,10684,92096
Andhra Pradesh,EAST GODAVARI,2013,Rabi,Rice,169523,777602
Andhra Pradesh,EAST GODAVARI,2013,Whole Year,Banana,12427,153871
Andhra Pradesh,EAST GODAVARI,2013,Whole Year,Coconut,49114,720895000
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Maize,755,2500
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Mango,15820,191027
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Papaya,305,24011
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Rice,226072,681833
Andhra Pradesh,EAST GODAVARI,2014,Rabi,Maize,12156,98257
Andhra Pradesh,EAST GODAVARI,2014,Rabi,Rice,168045,881396
Andhra Pradesh,EAST GODAVARI,2014,Whole Year,Coconut,46865,780162000
Andhra Pradesh,EAST GODAVARI,2014,Whole Year,Rice,394117,1563229
Andhra Pradesh,GUNTUR,1997,Kharif,Maize,1700,3100
Andhra Pradesh,GUNTUR,1997,Kharif,Rice,295000,845300
Andhra Pradesh,GUNTUR,1997,Rabi,Maize,5000,19000
Andhra Pradesh,GUNTUR,1997,Rabi,Rice,14500,51800
Andhra Pradesh,GUNTUR,1998,Kharif,Maize,2300,4700
Andhra Pradesh,GUNTUR,1998,Kharif,Rice,298400,921400
Andhra Pradesh,GUNTUR,1998,Rabi,Maize,2800,14100
Andhra Pradesh,GUNTUR,1998,Rabi,Rice,29100,99900
Andhra Pradesh,GUNTUR,1999,Kharif,Maize,3853,10946
Andhra Pradesh,GUNTUR,1999,Kharif,Rice,302886,969414
Andhra Pradesh,GUNTUR,1999,Rabi,Maize,3755,18178
Andhra Pradesh,GUNTUR,1999,Rabi,Rice,14822,53167
Andhra Pradesh,GUNTUR,2000,Kharif,Maize,5281,13752
Andhra Pradesh,GUNTUR,2000,Kharif,Rice,292899,987363
Andhra Pradesh,GUNTUR,2000,Rabi,Maize,4516,24314
Andhra Pradesh,GUNTUR,2000,Rabi,Rice,12692,49600
Andhra Pradesh,GUNTUR,2000,Whole Year,Banana,7612,141059
Andhra Pradesh,GUNTUR,2000,Whole Year,Coconut,519,5555550
Andhra Pradesh,GUNTUR,2001,Kharif,Maize,2549,6814
Andhra Pradesh,GUNTUR,2001,Kharif,Rice,272468,935110
Andhra Pradesh,GUNTUR,2001,Rabi,Maize,4369,28281
Andhra Pradesh,GUNTUR,2001,Rabi,Rice,44917,181060
Andhra Pradesh,GUNTUR,2001,Whole Year,Banana,7967,204939
Andhra Pradesh,GUNTUR,2001,Whole Year,Coconut,491,5426352
Andhra Pradesh,GUNTUR,2002,Kharif,Maize,2327,2255
Andhra Pradesh,GUNTUR,2002,Kharif,Rice,202953,646811
Andhra Pradesh,GUNTUR,2002,Rabi,Maize,6450,44699
Andhra Pradesh,GUNTUR,2002,Rabi,Rice,2716,7385
Andhra Pradesh,GUNTUR,2002,Whole Year,Banana,6720,151697
Andhra Pradesh,GUNTUR,2002,Whole Year,Coconut,399,4488408
Andhra Pradesh,GUNTUR,2002,Whole Year,Mango,984,10186
Andhra Pradesh,GUNTUR,2002,Whole Year,Orange,288,5124
Andhra Pradesh,GUNTUR,2002,Whole Year,Papaya,87,11349
Andhra Pradesh,GUNTUR,2003,Kharif,Maize,3891,6677
Andhra Pradesh,GUNTUR,2003,Kharif,Rice,170487,482990
Andhra Pradesh,GUNTUR,2003,Rabi,Maize,22949,128514
Andhra Pradesh,GUNTUR,2003,Rabi,Rice,5772,16837
Andhra Pradesh,GUNTUR,2003,Whole Year,Banana,5681,42238
Andhra Pradesh,GUNTUR,2003,Whole Year,Coconut,380,4497480
Andhra Pradesh,GUNTUR,2003,Whole Year,Mango,913,2552
Andhra Pradesh,GUNTUR,2003,Whole Year,Orange,959,14549
Andhra Pradesh,GUNTUR,2003,Whole Year,Papaya,88,7991
Andhra Pradesh,GUNTUR,2004,Kharif,Maize,2749,8121
Andhra Pradesh,GUNTUR,2004,Kharif,Rice,240404,833961
Andhra Pradesh,GUNTUR,2004,Rabi,Maize,32788,279714
Andhra Pradesh,GUNTUR,2004,Rabi,Rice,21247,70922
Andhra Pradesh,GUNTUR,2004,Whole Year,Banana,6340,180798
Andhra Pradesh,GUNTUR,2004,Whole Year,Coconut,215,2528312
Andhra Pradesh,GUNTUR,2005,Kharif,Maize,1617,5786
Andhra Pradesh,GUNTUR,2005,Kharif,Rice,288879,892636
Andhra Pradesh,GUNTUR,2005,Rabi,Maize,22565,237023
Andhra Pradesh,GUNTUR,2005,Rabi,Rice,31434,111559
Andhra Pradesh,GUNTUR,2005,Whole Year,Banana,6263,164925
Andhra Pradesh,GUNTUR,2005,Whole Year,Coconut,222,1941072
Andhra Pradesh,GUNTUR,2006,Kharif,Maize,1132,3104
Andhra Pradesh,GUNTUR,2006,Kharif,Rice,288638,783941
Andhra Pradesh,GUNTUR,2006,Rabi,Maize,34010,280276
Andhra Pradesh,GUNTUR,2006,Rabi,Rice,28933,100947
Andhra Pradesh,GUNTUR,2006,Whole Year,Banana,5653,173479
Andhra Pradesh,GUNTUR,2006,Whole Year,Coconut,213,2747097
Andhra Pradesh,GUNTUR,2007,Kharif,Maize,1000,3000
Andhra Pradesh,GUNTUR,2007,Kharif,Rice,283000,976000
Andhra Pradesh,GUNTUR,2007,Rabi,Maize,58000,517000
Andhra Pradesh,GUNTUR,2007,Rabi,Rice,24000,85000
Andhra Pradesh,GUNTUR,2008,Kharif,Maize,784,2522
Andhra Pradesh,GUNTUR,2008,Kharif,Rice,281491,959321
Andhra Pradesh,GUNTUR,2008,Rabi,Maize,95547,950884
Andhra Pradesh,GUNTUR,2008,Rabi,Rice,51358,187662
Andhra Pradesh,GUNTUR,2008,Whole Year,Banana,5519,174969
Andhra Pradesh,GUNTUR,2008,Whole Year,Coconut,157,1435126
Andhra Pradesh,GUNTUR,2009,Kharif,Maize,530,1912
Andhra Pradesh,GUNTUR,2009,Kharif,Rice,190526,683226
Andhra Pradesh,GUNTUR,2009,Rabi,Maize,68798,529745
Andhra Pradesh,GUNTUR,2009,Rabi,Rice,112342,383423
Andhra Pradesh,GUNTUR,2009,Whole Year,Banana,5177,122452
Andhra Pradesh,GUNTUR,2009,Whole Year,Coconut,136,1539810
Andhra Pradesh,GUNTUR,2010,Kharif,Maize,269,802
Andhra Pradesh,GUNTUR,2010,Kharif,Rice,271072,649760
Andhra Pradesh,GUNTUR,2010,Rabi,Maize,80083,904377
Andhra Pradesh,GUNTUR,2010,Rabi,Rice,58393,201806
Andhra Pradesh,GUNTUR,2010,Whole Year,Banana,5045,151597
Andhra Pradesh,GUNTUR,2011,Kharif,Maize,792,2922
Andhra Pradesh,GUNTUR,2011,Kharif,Rice,281790,1080921
Andhra Pradesh,GUNTUR,2011,Rabi,Maize,70965,627331
Andhra Pradesh,GUNTUR,2011,Rabi,Rice,11012,39060
Andhra Pradesh,GUNTUR,2011,Whole Year,Banana,5595,216308
Andhra Pradesh,GUNTUR,2011,Whole Year,Coconut,125,1757728
Andhra Pradesh,GUNTUR,2012,Kharif,Maize,1103,4319
Andhra Pradesh,GUNTUR,2012,Kharif,Mango,703,5422
Andhra Pradesh,GUNTUR,2012,Kharif,Papaya,322,35076
Andhra Pradesh,GUNTUR,2012,Kharif,Rice,174699,607778
Andhra Pradesh,GUNTUR,2012,Rabi,Maize,82043,662579
Andhra Pradesh,GUNTUR,2012,Rabi,Rice,8362,29903
Andhra Pradesh,GUNTUR,2012,Whole Year,Coconut,118,2016000
Andhra Pradesh,GUNTUR,2013,Kharif,Maize,1530,4850
Andhra Pradesh,GUNTUR,2013,Kharif,Mango,710,5304
Andhra Pradesh,GUNTUR,2013,Kharif,Papaya,300,29369
Andhra Pradesh,GUNTUR,2013,Kharif,Rice,280060,912716
Andhra Pradesh,GUNTUR,2013,Rabi,Maize,85535,643394
Andhra Pradesh,GUNTUR,2013,Rabi,Rice,48107,183288
Andhra Pradesh,GUNTUR,2013,Whole Year,Banana,5574,211734
Andhra Pradesh,GUNTUR,2013,Whole Year,Coconut,111,1840000
Andhra Pradesh,GUNTUR,2014,Kharif,Maize,367,1215
Andhra Pradesh,GUNTUR,2014,Kharif,Mango,789,6592
Andhra Pradesh,GUNTUR,2014,Kharif,Papaya,176,13856
Andhra Pradesh,GUNTUR,2014,Kharif,Rice,255607,1000190
Andhra Pradesh,GUNTUR,2014,Rabi,Maize,63701,611020
Andhra Pradesh,GUNTUR,2014,Rabi,Rice,29695,111742
Andhra Pradesh,GUNTUR,2014,Whole Year,Coconut,112,2428000
Andhra Pradesh,GUNTUR,2014,Whole Year,Rice,285302,1111932
Andhra Pradesh,KADAPA,1997,Kharif,Maize,200,100
Andhra Pradesh,KADAPA,1997,Kharif,Rice,47700,77500
Andhra Pradesh,KADAPA,1997,Rabi,Rice,13000,27700
Andhra Pradesh,KADAPA,1998,Kharif,Maize,100,100
Andhra Pradesh,KADAPA,1998,Kharif,Rice,59200,169800
Andhra Pradesh,KADAPA,1998,Rabi,Rice,17000,41600
Andhra Pradesh,KADAPA,1999,Kharif,Maize,104,295
Andhra Pradesh,KADAPA,1999,Kharif,Rice,54783,134484
Andhra Pradesh,KADAPA,1999,Rabi,Maize,11,53
Andhra Pradesh,KADAPA,1999,Rabi,Rice,6828,12921
Andhra Pradesh,KADAPA,2000,Kharif,Maize,104,271
Andhra Pradesh,KADAPA,2000,Kharif,Rice,60412,170120
Andhra Pradesh,KADAPA,2000,Rabi,Maize,51,275
Andhra Pradesh,KADAPA,2000,Rabi,Rice,7426,6134
Andhra Pradesh,KADAPA,2000,Whole Year,Banana,3620,161828
Andhra Pradesh,KADAPA,2000,Whole Year,Coconut,146,625240
Andhra Pradesh,KADAPA,2001,Kharif,Maize,53,142
Andhra Pradesh,KADAPA,2001,Kharif,Rice,38218,96883
Andhra Pradesh,KADAPA,2001,Rabi,Maize,31,201
Andhra Pradesh,KADAPA,2001,Rabi,Rice,37550,98231
Andhra Pradesh,KADAPA,2001,Whole Year,Banana,4074,132748
Andhra Pradesh,KADAPA,2001,Whole Year,Coconut,148,530400
Andhra Pradesh,KADAPA,2002,Kharif,Maize,136,132
Andhra Pradesh,KADAPA,2002,Kharif,Rice,27457,56424
Andhra Pradesh,KADAPA,2002,Rabi,Maize,25,173
Andhra Pradesh,KADAPA,2002,Rabi,Rice,9203,16446
Andhra Pradesh,KADAPA,2002,Whole Year,Banana,4574,299574
Andhra Pradesh,KADAPA,2002,Whole Year,Coconut,155,658350
Andhra Pradesh,KADAPA,2002,Whole Year,Mango,17743,88929
Andhra Pradesh,KADAPA,2002,Whole Year,Orange,3178,25978
Andhra Pradesh,KADAPA,2002,Whole Year,Papaya,3132,408557
Andhra Pradesh,KADAPA,2003,Kharif,Maize,68,117
Andhra Pradesh,KADAPA,2003,Kharif,Rice,23356,60025
Andhra Pradesh,KADAPA,2003,Rabi,Maize,4,22
Andhra Pradesh,KADAPA,2003,Rabi,Rice,10767,24032
Andhra Pradesh,KADAPA,2003,Whole Year,Banana,3771,158827
Andhra Pradesh,KADAPA,2003,Whole Year,Coconut,104,406980
Andhra Pradesh,KADAPA,2003,Whole Year,Mango,17864,359248
Andhra Pradesh,KADAPA,2003,Whole Year,Orange,3378,56464
Andhra Pradesh,KADAPA,2003,Whole Year,Papaya,2272,281598
Andhra Pradesh,KADAPA,2004,Kharif,Maize,125,359
Andhra Pradesh,KADAPA,2004,Kharif,Rice,46932,149619
Andhra Pradesh,KADAPA,2004,Rabi,Rice,5689,11424
Andhra Pradesh,KADAPA,2004,Whole Year,Banana,3396,197474
Andhra Pradesh,KADAPA,2004,Whole Year,Coconut,95,725372
Andhra Pradesh,KADAPA,2005,Kharif,Maize,156,804
Andhra Pradesh,KADAPA,2005,Kharif,Rice,45556,85828
Andhra Pradesh,KADAPA,2005,Rabi,Maize,1,7
Andhra Pradesh,KADAPA,2005,Rabi,Rice,21197,55791
Andhra Pradesh,KADAPA,2005,Whole Year,Banana,2978,196691
Andhra Pradesh,KADAPA,2005,Whole Year,Coconut,96,384384
Andhra Pradesh,KADAPA,2006,Kharif,Maize,123,439
Andhra Pradesh,KADAPA,2006,Kharif,Rice,41908,114493
Andhra Pradesh,KADAPA,2006,Rabi,Maize,35,265
Andhra Pradesh,KADAPA,2006,Rabi,Rice,4997,10963
Andhra Pradesh,KADAPA,2006,Whole Year,Banana,4440,275653
Andhra Pradesh,KADAPA,2006,Whole Year,Coconut,92,744660
Andhra Pradesh,KADAPA,2007,Kharif,Rice,45000,139000
Andhra Pradesh,KADAPA,2007,Rabi,Rice,17000,45000
Andhra Pradesh,KADAPA,2008,Kharif,Maize,623,2909
Andhra Pradesh,KADAPA,2008,Kharif,Rice,50183,87168
Andhra Pradesh,KADAPA,2008,Rabi,Maize,1398,12344
Andhra Pradesh,KADAPA,2008,Rabi,Rice,14883,41271
Andhra Pradesh,KADAPA,2008,Whole Year,Banana,4058,221705
Andhra Pradesh,KADAPA,2008,Whole Year,Coconut,126,1143384
Andhra Pradesh,KADAPA,2009,Kharif,Maize,559,2072
Andhra Pradesh,KADAPA,2009,Kharif,Rice,52423,153757
Andhra Pradesh,KADAPA,2009,Rabi,Maize,840,6140
Andhra Pradesh,KADAPA,2009,Rabi,Rice,12894,34169
Andhra Pradesh,KADAPA,2009,Whole Year,Banana,5985,381424
Andhra Pradesh,KADAPA,2009,Whole Year,Coconut,127,745965
Andhra Pradesh,KADAPA,2010,Kharif,Maize,426,2182
Andhra Pradesh,KADAPA,2010,Kharif,Rice,53345,80657
Andhra Pradesh,KADAPA,2010,Rabi,Maize,987,8998
Andhra Pradesh,KADAPA,2010,Rabi,Rice,17037,48896
Andhra Pradesh,KADAPA,2010,Whole Year,Banana,8706,488607
Andhra Pradesh,KADAPA,2011,Kharif,Maize,574,1903
Andhra Pradesh,KADAPA,2011,Kharif,Rice,47290,141161
Andhra Pradesh,KADAPA,2011,Rabi,Maize,1014,7868
Andhra Pradesh,KADAPA,2011,Rabi,Rice,6606,17499
Andhra Pradesh,KADAPA,2011,Whole Year,Banana,7900,518880
Andhra Pradesh,KADAPA,2011,Whole Year,Coconut,132,1056480
Andhra Pradesh,KADAPA,2012,Kharif,Grapes,1,18
Andhra Pradesh,KADAPA,2012,Kharif,Maize,497,2017
Andhra Pradesh,KADAPA,2012,Kharif,Mango,20328,205333
Andhra Pradesh,KADAPA,2012,Kharif,Papaya,1674,181328
Andhra Pradesh,KADAPA,2012,Kharif,Rice,24147,61551
Andhra Pradesh,KADAPA,2012,Rabi,Maize,2201,15596
Andhra Pradesh,KADAPA,2012,Rabi,Papaya,829,89897
Andhra Pradesh,KADAPA,2012,Rabi,Rice,6601,19249
Andhra Pradesh,KADAPA,2012,Whole Year,Coconut,114,983000
Andhra Pradesh,KADAPA,2013,Kharif,Grapes,1,18
Andhra Pradesh,KADAPA,2013,Kharif,Maize,1125,4537
Andhra Pradesh,KADAPA,2013,Kharif,Mango,20675,159714
Andhra Pradesh,KADAPA,2013,Kharif,Papaya,1876,131607
Andhra Pradesh,KADAPA,2013,Kharif,Rice,51753,148842
Andhra Pradesh,KADAPA,2013,Rabi,Maize,4364,32529
Andhra Pradesh,KADAPA,2013,Rabi,Rice,10959,29447
Andhra Pradesh,KADAPA,2013,Whole Year,Banana,8438,497926
Andhra Pradesh,KADAPA,2013,Whole Year,Coconut,90,647000
Andhra Pradesh,KADAPA,2014,Kharif,Grapes,1,23
Andhra Pradesh,KADAPA,2014,Kharif,Maize,408,1336
Andhra Pradesh,KADAPA,2014,Kharif,Mango,21244,77817
Andhra Pradesh,KADAPA,2014,Kharif,Papaya,789,84511
Andhra Pradesh,KADAPA,2014,Kharif,Rice,42124,155648
Andhra Pradesh,KADAPA,2014,Rabi,Maize,2945,19243
Andhra Pradesh,KADAPA,2014,Rabi,Papaya,729,78084
Andhra Pradesh,KADAPA,2014,Rabi,Rice,3761,10189
Andhra Pradesh,KADAPA,2014,Whole Year,Coconut,121,1014000
Andhra Pradesh,KADAPA,2014,Whole Year,Rice,45885,165837
Andhra Pradesh,KRISHNA,1997,Kharif,Maize,5900,10500
Andhra Pradesh,KRISHNA,1997,Kharif,Rice,257900,699400
Andhra Pradesh,KRISHNA,1997,Rabi,Maize,2200,8200
Andhra Pradesh,KRISHNA,1997,Rabi,Rice,116300,393500
Andhra Pradesh,KRISHNA,1998,Kharif,Maize,3000,6200
Andhra Pradesh,KRISHNA,1998,Kharif,Rice,280800,759900
Andhra Pradesh,KRISHNA,1998,Rabi,Maize,1700,8600
Andhra Pradesh,KRISHNA,1998,Rabi,Rice,134500,491200
Andhra Pradesh,KRISHNA,1999,Kharif,Maize,5147,14623
Andhra Pradesh,KRISHNA,1999,Kharif,Rice,278415,834490
Andhra Pradesh,KRISHNA,1999,Rabi,Maize,2301,11139
Andhra Pradesh,KRISHNA,1999,Rabi,Rice,127888,457596
Andhra Pradesh,KRISHNA,2000,Kharif,Maize,7375,19205
Andhra Pradesh,KRISHNA,2000,Kharif,Rice,281343,868787
Andhra Pradesh,KRISHNA,2000,Rabi,Maize,3009,16200
Andhra Pradesh,KRISHNA,2000,Rabi,Rice,112917,408308
Andhra Pradesh,KRISHNA,2000,Whole Year,Banana,1363,26208
Andhra Pradesh,KRISHNA,2000,Whole Year,Coconut,1520,16273950
Andhra Pradesh,KRISHNA,2001,Kharif,Maize,4512,12061
Andhra Pradesh,KRISHNA,2001,Kharif,Rice,245114,714507
Andhra Pradesh,KRISHNA,2001,Rabi,Maize,2707,17522
Andhra Pradesh,KRISHNA,2001,Rabi,Rice,98472,358635
Andhra Pradesh,KRISHNA,2001,Whole Year,Banana,1556,3946
Andhra Pradesh,KRISHNA,2001,Whole Year,Coconut,1789,19782864
Andhra Pradesh,KRISHNA,2002,Kharif,Maize,5834,5653
Andhra Pradesh,KRISHNA,2002,Kharif,Rice,243910,761243
Andhra Pradesh,KRISHNA,2002,Rabi,Maize,4186,29002
Andhra Pradesh,KRISHNA,2002,Rabi,Rice,2185,5688
Andhra Pradesh,KRISHNA,2002,Whole Year,Banana,1346,20586
Andhra Pradesh,KRISHNA,2002,Whole Year,Coconut,1889,21255984
Andhra Pradesh,KRISHNA,2002,Whole Year,Mango,62800,234926
Andhra Pradesh,KRISHNA,2002,Whole Year,Orange,47,841
Andhra Pradesh,KRISHNA,2002,Whole Year,Papaya,23,3000
Andhra Pradesh,KRISHNA,2003,Kharif,Maize,6576,11284
Andhra Pradesh,KRISHNA,2003,Kharif,Rice,222367,526565
Andhra Pradesh,KRISHNA,2003,Rabi,Maize,5626,31506
Andhra Pradesh,KRISHNA,2003,Rabi,Rice,7486,19359
Andhra Pradesh,KRISHNA,2003,Whole Year,Banana,1249,15574
Andhra Pradesh,KRISHNA,2003,Whole Year,Coconut,1726,20407920
Andhra Pradesh,KRISHNA,2003,Whole Year,Mango,62652,147294
Andhra Pradesh,KRISHNA,2003,Whole Year,Orange,49,743
Andhra Pradesh,KRISHNA,2003,Whole Year,Papaya,18,1635
Andhra Pradesh,KRISHNA,2004,Kharif,Maize,7788,35467
Andhra Pradesh,KRISHNA,2004,Kharif,Rice,245306,804849
Andhra Pradesh,KRISHNA,2004,Rabi,Maize,5607,45170
Andhra Pradesh,KRISHNA,2004,Rabi,Rice,10017,31584
Andhra Pradesh,KRISHNA,2004,Whole Year,Banana,1543,19223
Andhra Pradesh,KRISHNA,2004,Whole Year,Coconut,1693,19892568
Andhra Pradesh,KRISHNA,2005,Kharif,Maize,7483,37797
Andhra Pradesh,KRISHNA,2005,Kharif,Rice,254919,697203
Andhra Pradesh,KRISHNA,2005,Rabi,Maize,5988,38162
Andhra Pradesh,KRISHNA,2005,Rabi,Rice,104332,409399
Andhra Pradesh,KRISHNA,2005,Whole Year,Banana,1601,27059
Andhra Pradesh,KRISHNA,2005,Whole Year,Coconut,1627,14192976
Andhra Pradesh,KRISHNA,2006,Kharif,Maize,4971,22504
Andhra Pradesh,KRISHNA,2006,Kharif,Rice,251433,521221
Andhra Pradesh,KRISHNA,2006,Rabi,Maize,6131,57552
Andhra Pradesh,KRISHNA,2006,Rabi,Rice,94862,355638
Andhra Pradesh,KRISHNA,2006,Whole Year,Banana,1509,29004
Andhra Pradesh,KRISHNA,2006,Whole Year,Coconut,1648,21220329
Andhra Pradesh,KRISHNA,2007,Kharif,Maize,4000,23000
Andhra Pradesh,KRISHNA,2007,Kharif,Rice,261000,944000
Andhra Pradesh,KRISHNA,2007,Rabi,Maize,13000,102000
Andhra Pradesh,KRISHNA,2007,Rabi,Rice,94000,355000
Andhra Pradesh,KRISHNA,2008,Kharif,Maize,5070,25005
Andhra Pradesh,KRISHNA,2008,Kharif,Rice,273878,959395
Andhra Pradesh,KRISHNA,2008,Rabi,Maize,24249,205365
Andhra Pradesh,KRISHNA,2008,Rabi,Rice,120655,467900
Andhra Pradesh,KRISHNA,2008,Whole Year,Banana,1475,40328
Andhra Pradesh,KRISHNA,2008,Whole Year,Coconut,2129,19439434
Andhra Pradesh,KRISHNA,2009,Kharif,Maize,3552,16339
Andhra Pradesh,KRISHNA,2009,Kharif,Rice,228196,784310
Andhra Pradesh,KRISHNA,2009,Rabi,Maize,16863,139676
Andhra Pradesh,KRISHNA,2009,Rabi,Rice,108442,424984
Andhra Pradesh,KRISHNA,2009,Whole Year,Banana,1632,35124
Andhra Pradesh,KRISHNA,2009,Whole Year,Coconut,2090,23599014
Andhra Pradesh,KRISHNA,2010,Kharif,Maize,2468,11163
Andhra Pradesh,KRISHNA,2010,Kharif,Rice,260350,722978
Andhra Pradesh,KRISHNA,2010,Rabi,Maize,16750,142945
Andhra Pradesh,KRISHNA,2010,Rabi,Rice,94991,367710
Andhra Pradesh,KRISHNA,2010,Whole Year,Banana,1465,33847
Andhra Pradesh,KRISHNA,2011,Kharif,Maize,4876,19275
Andhra Pradesh,KRISHNA,2011,Kharif,Rice,262826,980105
Andhra Pradesh,KRISHNA,2011,Rabi,Maize,19811,145631
Andhra Pradesh,KRISHNA,2011,Rabi,Rice,9203,31437
Andhra Pradesh,KRISHNA,2011,Whole Year,Banana,1180,35937
Andhra Pradesh,KRISHNA,2011,Whole Year,Coconut,1965,27512912
Andhra Pradesh,KRISHNA,2012,Kharif,Maize,5246,24856
Andhra Pradesh,KRISHNA,2012,Kharif,Mango,54501,436226
Andhra Pradesh,KRISHNA,2012,Kharif,Papaya,80,8715
Andhra Pradesh,KRISHNA,2012,Kharif,Rice,253166,908360
Andhra Pradesh,KRISHNA,2012,Rabi,Maize,20986,151750
Andhra Pradesh,KRISHNA,2012,Rabi,Rice,11365,42244
Andhra Pradesh,KRISHNA,2012,Whole Year,Coconut,2008,34309000
Andhra Pradesh,KRISHNA,2013,Kharif,Maize,7321,30368
Andhra Pradesh,KRISHNA,2013,Kharif,Mango,57493,484781
Andhra Pradesh,KRISHNA,2013,Kharif,Papaya,70,6853
Andhra Pradesh,KRISHNA,2013,Kharif,Rice,264371,773285
Andhra Pradesh,KRISHNA,2013,Rabi,Maize,25554,197149
Andhra Pradesh,KRISHNA,2013,Rabi,Rice,98951,402236
Andhra Pradesh,KRISHNA,2013,Whole Year,Banana,1266,45738
Andhra Pradesh,KRISHNA,2013,Whole Year,Coconut,2053,34029000
Andhra Pradesh,KRISHNA,2014,Kharif,Maize,4682,20048
Andhra Pradesh,KRISHNA,2014,Kharif,Mango,58445,663468
Andhra Pradesh,KRISHNA,2014,Kharif,Papaya,121,9526
Andhra Pradesh,KRISHNA,2014,Kharif,Rice,235212,788901
Andhra Pradesh,KRISHNA,2014,Rabi,Maize,20950,141433
Andhra Pradesh,KRISHNA,2014,Rabi,Rice,52830,209894
Andhra Pradesh,KRISHNA,2014,Whole Year,Coconut,1829,39653000
Andhra Pradesh,KRISHNA,2014,Whole Year,Rice,288042,998795
Andhra Pradesh,KURNOOL,1997,Kharif,Maize,1000,1700
Andhra Pradesh,KURNOOL,1997,Kharif,Rice,66300,176900
Andhra Pradesh,KURNOOL,1997,Rabi,Maize,100,200
Andhra Pradesh,KURNOOL,1997,Rabi,Rice,9000,23900
Andhra Pradesh,KURNOOL,1998,Kharif,Maize,700,1400
Andhra Pradesh,KURNOOL,1998,Kharif,Rice,75100,221700
Andhra Pradesh,KURNOOL,1998,Rabi,Maize,100,400
Andhra Pradesh,KURNOOL,1998,Rabi,Rice,20900,44500
Andhra Pradesh,KURNOOL,1999,Kharif,Maize,669,1901
Andhra Pradesh,KURNOOL,1999,Kharif,Rice,81640,225431
Andhra Pradesh,KURNOOL,1999,Rabi,Maize,134,649
Andhra Pradesh,KURNOOL,1999,Rabi,Rice,12430,35695
Andhra Pradesh,KURNOOL,2000,Kharif,Maize,2635,6862
Andhra Pradesh,KURNOOL,2000,Kharif,Rice,93188,307427
Andhra Pradesh,KURNOOL,2000,Rabi,Maize,175,942
Andhra Pradesh,KURNOOL,2000,Rabi,Rice,13909,38083
Andhra Pradesh,KURNOOL,2000,Whole Year,Banana,2327,32282
Andhra Pradesh,KURNOOL,2000,Whole Year,Coconut,99,425810
Andhra Pradesh,KURNOOL,2001,Kharif,Maize,785,2098
Andhra Pradesh,KURNOOL,2001,Kharif,Rice,43617,121779
Andhra Pradesh,KURNOOL,2001,Rabi,Maize,131,848
Andhra Pradesh,KURNOOL,2001,Rabi,Rice,38162,98534
Andhra Pradesh,KURNOOL,2001,Whole Year,Banana,2704,29845
Andhra Pradesh,KURNOOL,2001,Whole Year,Coconut,110,374400
Andhra Pradesh,KURNOOL,2002,Kharif,Maize,1966,1905
Andhra Pradesh,KURNOOL,2002,Kharif,Rice,47948,100499
Andhra Pradesh,KURNOOL,2002,Rabi,Maize,631,4373
Andhra Pradesh,KURNOOL,2002,Rabi,Rice,10974,24856
Andhra Pradesh,KURNOOL,2002,Whole Year,Banana,1862,49164
Andhra Pradesh,KURNOOL,2002,Whole Year,Coconut,100,425733
Andhra Pradesh,KURNOOL,2002,Whole Year,Mango,3021,14250
Andhra Pradesh,KURNOOL,2002,Whole Year,Orange,769,6280
Andhra Pradesh,KURNOOL,2002,Whole Year,Papaya,186,24263
Andhra Pradesh,KURNOOL,2003,Kharif,Maize,3534,6064
Andhra Pradesh,KURNOOL,2003,Kharif,Rice,34618,100635
Andhra Pradesh,KURNOOL,2003,Rabi,Maize,1490,8344
